city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours
city_21,0.624,Unknown,No relevent experience,Full time course,Graduate,STEM,<1,Not Applicable,Not Applicable,2,104
city_116,0.743,Male,No relevent experience,Full time course,High School,,6,<10,Not Applicable,1,33
city_21,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,2,50-99,Pvt Ltd,1,80
city_114,0.926,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,Not Applicable,Not Applicable,>4,158
city_45,0.89,Male,Has relevent experience,Full time course,High School,,9,<10,Pvt Ltd,2,54
city_114,0.926,Male,Has relevent experience,,Graduate,STEM,13,1000-4999,Pvt Ltd,1,33
city_44,0.725,Female,Has relevent experience,Full time course,Masters,STEM,9,50-99,Not Applicable,never,100
city_114,0.926,Unknown,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,never,37
city_80,0.847,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,99
city_73,0.754,Female,No relevent experience,Part time course,Graduate,STEM,7,Not Applicable,Not Applicable,1,206
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Funded Startup,1,4
city_103,0.92,Male,Has relevent experience,no_enrollment,High School,,>20,100-500,Pvt Ltd,>4,266
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,4,24
city_114,0.926,Male,No relevent experience,no_enrollment,Masters,Humanities,18,100-500,Pvt Ltd,>4,19
city_100,0.887,Unknown,No relevent experience,Full time course,Phd,STEM,>20,500-999,Public Sector,>4,106
city_114,0.926,Male,No relevent experience,Full time course,High School,,6,Not Applicable,Not Applicable,never,14
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,36
city_114,0.926,Male,Has relevent experience,Part time course,Graduate,Humanities,>20,Not Applicable,Not Applicable,>4,72
city_21,0.624,Unknown,No relevent experience,no_enrollment,Masters,STEM,11,<10,Public Sector,2,50
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,>4,17
city_136,0.897,Male,Has relevent experience,Full time course,Masters,STEM,<1,5000-9999,Not Applicable,4,15
city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,8,10000+,Pvt Ltd,1,334
city_21,0.624,Female,Has relevent experience,Full time course,Graduate,STEM,<1,50-99,Pvt Ltd,1,33
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Early Stage Startup,2,92
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,250
city_136,0.897,Male,Has relevent experience,Full time course,Masters,STEM,16,Not Applicable,Not Applicable,1,33
city_16,0.91,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,3,304
city_103,0.92,Male,Has relevent experience,Part time course,Graduate,Business Degree,5,50-99,Pvt Ltd,4,64
city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,64
city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,>4,39
city_114,0.926,Male,No relevent experience,Full time course,High School,,8,Not Applicable,Public Sector,1,81
city_89,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Not Applicable,Pvt Ltd,1,67
city_128,0.527,Male,No relevent experience,no_enrollment,Masters,STEM,<1,Not Applicable,Not Applicable,1,30
city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,13,<10,Pvt Ltd,1,152
city_16,0.91,Male,Has relevent experience,no_enrollment,High School,,12,50-99,Pvt Ltd,1,102
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,1,10/49,Funded Startup,1,119
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,7
city_114,0.926,Unknown,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,1,172
city_21,0.624,Unknown,No relevent experience,Full time course,Masters,STEM,2,5000-9999,Pvt Ltd,1,284
city_114,0.926,Male,No relevent experience,Full time course,High School,,3,Not Applicable,Not Applicable,never,36
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,10000+,Pvt Ltd,>4,89
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,9,Not Applicable,Not Applicable,4,107
city_90,0.698,Male,Has relevent experience,Part time course,Masters,STEM,13,50-99,Funded Startup,1,10
city_105,0.794,Male,No relevent experience,no_enrollment,Masters,Business Degree,<1,100-500,Pvt Ltd,2,54
city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,4,5000-9999,Public Sector,2,46
city_80,0.847,Male,No relevent experience,no_enrollment,Primary School,,3,Not Applicable,Not Applicable,never,43
city_64,0.6659999999999999,Female,Has relevent experience,no_enrollment,Graduate,Other,3,10/49,Pvt Ltd,2,44
city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,2,57
city_114,0.926,Male,Has relevent experience,Full time course,High School,,17,500-999,Pvt Ltd,>4,180
city_100,0.887,Male,No relevent experience,no_enrollment,Graduate,Humanities,1,Not Applicable,Not Applicable,1,15
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1,50
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,1,33
city_72,0.795,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,5000-9999,Pvt Ltd,1,116
city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Not Applicable,2,4
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10/49,Pvt Ltd,1,124
city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Not Applicable,1,20
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,8,Not Applicable,Not Applicable,2,96
city_116,0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,3,500-999,Pvt Ltd,1,42
city_114,0.926,Male,No relevent experience,no_enrollment,Masters,Humanities,9,50-99,NGO,1,34
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,14
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,Not Applicable,Not Applicable,>4,42
city_10,0.895,Unknown,No relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,,40
city_171,0.664,Male,Has relevent experience,no_enrollment,,,9,Not Applicable,Not Applicable,1,33
city_134,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,6,Not Applicable,Pvt Ltd,1,21
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,500-999,Pvt Ltd,1,52
city_158,0.7659999999999999,Male,No relevent experience,Full time course,Graduate,STEM,10,Not Applicable,Not Applicable,never,99
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Masters,STEM,9,Not Applicable,Not Applicable,1,18
city_27,0.848,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Not Applicable,Not Applicable,2,109
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,5000-9999,Public Sector,1,22
city_16,0.91,Male,Has relevent experience,no_enrollment,High School,,>20,10/49,Pvt Ltd,1,56
city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Not Applicable,Not Applicable,4,170
city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Not Applicable,2,24
city_114,0.926,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,3,44
city_102,0.804,Male,No relevent experience,no_enrollment,Masters,STEM,16,Not Applicable,Not Applicable,2,66
city_173,0.878,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,Not Applicable,Not Applicable,1,70
city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,7,500-999,Pvt Ltd,1,40
city_90,0.698,Male,No relevent experience,no_enrollment,Primary School,,2,Not Applicable,Not Applicable,never,88
city_13,0.8270000000000001,Unknown,No relevent experience,no_enrollment,Graduate,Humanities,<1,Not Applicable,Not Applicable,never,44
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Not Applicable,Not Applicable,1,112
city_28,0.939,Male,Has relevent experience,Part time course,High School,,6,10000+,Not Applicable,1,144
city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,1,41
city_21,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,5,1000-4999,Pvt Ltd,3,52
city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,No Major,12,1000-4999,Pvt Ltd,>4,33
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,2,<10,Early Stage Startup,1,56
city_114,0.926,Male,Has relevent experience,no_enrollment,High School,,2,100-500,Pvt Ltd,1,84
city_41,0.8270000000000001,Unknown,Has relevent experience,,Masters,STEM,8,Not Applicable,Not Applicable,,109
city_160,0.92,Unknown,Has relevent experience,no_enrollment,Masters,STEM,11,Not Applicable,Not Applicable,1,51
city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,12,10000+,Pvt Ltd,never,108
city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,44
city_162,0.767,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,>4,24
city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10/49,Pvt Ltd,2,6
city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,1,25
city_138,0.836,Male,No relevent experience,no_enrollment,Masters,STEM,9,50-99,Funded Startup,1,102
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,2,8
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,8,10/49,NGO,never,26
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Not Applicable,2,50
city_16,0.91,Unknown,No relevent experience,Full time course,Graduate,STEM,7,Not Applicable,Not Applicable,never,31
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,3,21
city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,1,54
city_116,0.743,Unknown,Has relevent experience,no_enrollment,Masters,STEM,14,Not Applicable,Not Applicable,1,26
city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,1000-4999,Pvt Ltd,1,10
city_28,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,1,167
city_149,0.6890000000000001,Male,No relevent experience,Full time course,Primary School,,4,<10,Early Stage Startup,1,70
city_103,0.92,Unknown,No relevent experience,Full time course,Graduate,STEM,<1,Not Applicable,Not Applicable,>4,41
city_149,0.6890000000000001,Male,No relevent experience,Full time course,High School,,2,Not Applicable,Not Applicable,1,122
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,29
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,3,18
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,9,50-99,Pvt Ltd,2,4
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,3,5
city_101,0.5579999999999999,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,>4,12
city_162,0.767,Male,Has relevent experience,Part time course,Graduate,Business Degree,14,50-99,Pvt Ltd,3,29
city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,2,24
city_136,0.897,Male,No relevent experience,Part time course,Masters,STEM,4,10000+,Pvt Ltd,1,21
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Not Applicable,Not Applicable,2,138
city_21,0.624,Male,No relevent experience,,Graduate,STEM,1,Not Applicable,Pvt Ltd,1,90
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,6,Not Applicable,Not Applicable,never,84
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Masters,STEM,4,100-500,Pvt Ltd,,99
city_65,0.802,Male,No relevent experience,no_enrollment,Graduate,STEM,3,10/49,Pvt Ltd,2,214
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,Not Applicable,Not Applicable,2,92
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,<10,Pvt Ltd,1,12
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Pvt Ltd,1,111
city_16,0.91,Unknown,No relevent experience,no_enrollment,Phd,STEM,1,10000+,NGO,1,28
city_67,0.855,Male,No relevent experience,Full time course,Graduate,STEM,10,Not Applicable,Not Applicable,1,27
city_142,0.727,Unknown,Has relevent experience,no_enrollment,Masters,STEM,14,10/49,Pvt Ltd,4,48
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,14
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,>4,292
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,Humanities,19,100-500,Pvt Ltd,>4,40
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Masters,STEM,>20,Not Applicable,Not Applicable,>4,42
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,1,36
city_115,0.789,Male,No relevent experience,no_enrollment,Masters,STEM,20,50-99,Pvt Ltd,>4,94
city_21,0.624,Unknown,No relevent experience,Full time course,Graduate,STEM,15,10000+,Pvt Ltd,>4,57
city_25,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,4,500-999,Pvt Ltd,2,101
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,2,100-500,Funded Startup,2,35
city_21,0.624,Unknown,Has relevent experience,Full time course,Graduate,STEM,3,50-99,Not Applicable,1,24
city_16,0.91,Male,Has relevent experience,Full time course,Masters,STEM,>20,50-99,Pvt Ltd,2,130
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Public Sector,>4,96
city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Funded Startup,1,56
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,2,10/49,Not Applicable,1,32
city_57,0.866,Male,No relevent experience,Full time course,Masters,STEM,8,Not Applicable,Not Applicable,4,99
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,Humanities,10,<10,Pvt Ltd,2,46
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Early Stage Startup,1,50
city_14,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Early Stage Startup,>4,97
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,17,100-500,Pvt Ltd,1,28
city_114,0.926,Male,No relevent experience,no_enrollment,High School,,7,<10,Pvt Ltd,>4,132
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,4,Not Applicable,Pvt Ltd,never,100
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,2,184
city_103,0.92,Unknown,No relevent experience,no_enrollment,Graduate,STEM,3,1000-4999,Public Sector,2,28
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,10,10000+,Public Sector,1,218
city_16,0.91,Male,No relevent experience,Full time course,Masters,STEM,5,Not Applicable,Not Applicable,3,3
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,Not Applicable,Not Applicable,4,29
city_11,0.55,Unknown,Has relevent experience,Full time course,Graduate,STEM,7,50-99,Pvt Ltd,>4,99
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Not Applicable,Not Applicable,>4,18
city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,7
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,Not Applicable,Not Applicable,1,29
city_23,0.899,Male,Has relevent experience,no_enrollment,High School,,4,100-500,Funded Startup,1,61
city_10,0.895,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10/49,Pvt Ltd,1,78
city_98,0.949,Male,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Not Applicable,2,102
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,500-999,Pvt Ltd,1,10
city_149,0.6890000000000001,Female,No relevent experience,no_enrollment,Graduate,STEM,4,50-99,Early Stage Startup,1,41
city_71,0.884,Male,Has relevent experience,Part time course,Graduate,STEM,5,50-99,Pvt Ltd,2,30
city_128,0.527,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,>4,38
city_21,0.624,Male,No relevent experience,Full time course,Masters,STEM,3,Not Applicable,Pvt Ltd,1,28
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,18,1000-4999,Pvt Ltd,2,21
city_114,0.926,Female,No relevent experience,Part time course,High School,,16,1000-4999,Not Applicable,2,6
city_103,0.92,Male,No relevent experience,no_enrollment,,,4,Not Applicable,Not Applicable,never,176
city_27,0.848,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Pvt Ltd,2,31
city_102,0.804,Unknown,No relevent experience,Full time course,Graduate,STEM,4,Not Applicable,Not Applicable,never,94
city_73,0.754,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,18
city_16,0.91,Unknown,No relevent experience,Full time course,Graduate,STEM,3,<10,Early Stage Startup,1,45
city_67,0.855,Male,No relevent experience,Part time course,Graduate,STEM,16,Not Applicable,Not Applicable,>4,129
city_27,0.848,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,1,28
city_173,0.878,Male,Has relevent experience,no_enrollment,High School,,<1,10/49,Funded Startup,1,105
city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,11,Not Applicable,Not Applicable,2,58
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,3,10/49,Early Stage Startup,1,4
city_75,0.939,Male,Has relevent experience,Part time course,Phd,Arts,>20,Not Applicable,Not Applicable,>4,51
city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,Humanities,16,5000-9999,Public Sector,>4,258
city_104,0.924,Unknown,No relevent experience,Full time course,High School,,5,100-500,Pvt Ltd,,30
city_33,0.4479999999999999,Male,No relevent experience,no_enrollment,Graduate,STEM,4,Not Applicable,Not Applicable,2,100
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,100-500,Pvt Ltd,1,52
city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,Humanities,>20,10000+,Pvt Ltd,4,10
city_21,0.624,Male,No relevent experience,Full time course,High School,,<1,Not Applicable,Not Applicable,never,113
city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,8,1000-4999,Public Sector,1,71
city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,1,56
city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,20,10000+,Public Sector,3,110
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,1000-4999,Pvt Ltd,3,18
city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,>4,4
city_21,0.624,Male,No relevent experience,Full time course,High School,,4,Not Applicable,Not Applicable,never,65
city_103,0.92,Female,No relevent experience,Full time course,Graduate,STEM,2,<10,Public Sector,1,11
city_103,0.92,Unknown,No relevent experience,no_enrollment,High School,,<1,Not Applicable,Not Applicable,never,44
city_103,0.92,Unknown,No relevent experience,no_enrollment,High School,,4,5000-9999,Public Sector,2,12
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,4,50-99,Funded Startup,3,83
city_21,0.624,Unknown,Has relevent experience,Full time course,,,2,10/49,Not Applicable,,68
city_79,0.698,Unknown,Has relevent experience,Full time course,Masters,STEM,11,Not Applicable,Not Applicable,1,220
city_91,0.691,Male,Has relevent experience,no_enrollment,High School,,17,50-99,Funded Startup,1,9
city_16,0.91,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Public Sector,3,66
city_21,0.624,Unknown,Has relevent experience,Full time course,Graduate,STEM,11,Not Applicable,Not Applicable,never,43
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Public Sector,2,79
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,3,69
city_21,0.624,Unknown,No relevent experience,Part time course,Graduate,STEM,1,10000+,Pvt Ltd,1,80
city_160,0.92,Unknown,No relevent experience,Full time course,High School,,1,500-999,Pvt Ltd,1,53
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,2,151
city_33,0.4479999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,9,Not Applicable,Not Applicable,1,40
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,1,112
city_159,0.843,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Not Applicable,Not Applicable,2,6
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Public Sector,3,12
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,3,72
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Pvt Ltd,>4,53
city_105,0.794,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,73
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Public Sector,>4,4
city_53,0.74,Male,No relevent experience,Full time course,High School,,3,Not Applicable,Not Applicable,1,127
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,85
city_175,0.7759999999999999,Male,No relevent experience,Full time course,High School,,2,<10,Not Applicable,1,27
city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,5,10000+,Public Sector,>4,128
city_9,0.743,Male,Has relevent experience,Full time course,,,19,10/49,Funded Startup,2,128
city_103,0.92,Unknown,No relevent experience,Full time course,High School,,5,Not Applicable,Not Applicable,1,7
city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,11,Not Applicable,Not Applicable,1,40
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,7,1000-4999,NGO,1,170
city_21,0.624,Unknown,Has relevent experience,Full time course,Graduate,STEM,9,Not Applicable,Not Applicable,1,72
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,1,39
city_128,0.527,Male,Has relevent experience,Part time course,Masters,STEM,16,5000-9999,Public Sector,>4,70
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,Not Applicable,Not Applicable,1,12
city_101,0.5579999999999999,Unknown,Has relevent experience,Full time course,Graduate,STEM,5,500-999,Pvt Ltd,,118
city_21,0.624,Unknown,No relevent experience,Full time course,Graduate,STEM,4,1000-4999,Pvt Ltd,2,25
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Public Sector,2,11
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,16,1000-4999,Pvt Ltd,1,36
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,Not Applicable,Not Applicable,1,43
city_26,0.698,Other,Has relevent experience,Part time course,High School,,5,100-500,Not Applicable,1,41
city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,1,33
city_114,0.926,Unknown,No relevent experience,Full time course,High School,,20,Not Applicable,Pvt Ltd,never,76
city_160,0.92,Male,Has relevent experience,no_enrollment,High School,,>20,10/49,Funded Startup,>4,58
city_114,0.926,Female,Has relevent experience,no_enrollment,Primary School,,>20,10/49,Pvt Ltd,>4,54
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,1,100-500,Pvt Ltd,1,78
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,10,Not Applicable,Not Applicable,3,66
city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Not Applicable,Not Applicable,1,107
city_21,0.624,Unknown,Has relevent experience,Full time course,Masters,STEM,8,50-99,Pvt Ltd,1,35
city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,1,53
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,2,18
city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,16,100-500,Pvt Ltd,2,30
city_103,0.92,Male,No relevent experience,Full time course,Masters,Humanities,>20,10000+,Public Sector,2,106
city_160,0.92,Other,No relevent experience,no_enrollment,Graduate,STEM,<1,Not Applicable,Not Applicable,never,3
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,1,55
city_134,0.698,Unknown,No relevent experience,,Primary School,,6,Not Applicable,Not Applicable,never,196
city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,5,10000+,Pvt Ltd,1,40
city_11,0.55,Male,Has relevent experience,no_enrollment,Masters,STEM,9,Not Applicable,Not Applicable,2,324
city_57,0.866,Male,No relevent experience,no_enrollment,Masters,STEM,6,<10,Pvt Ltd,>4,14
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,2,50-99,Pvt Ltd,never,8
city_114,0.926,Male,Has relevent experience,,Masters,STEM,>20,10000+,Pvt Ltd,>4,76
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,100-500,Pvt Ltd,1,47
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Not Applicable,Not Applicable,>4,9
city_26,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,11,<10,Not Applicable,2,37
city_77,0.83,Male,No relevent experience,Full time course,Graduate,STEM,6,Not Applicable,Not Applicable,1,53
city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Not Applicable,Not Applicable,>4,110
city_104,0.924,Male,No relevent experience,Full time course,High School,,10,10/49,Funded Startup,3,54
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,10/49,Public Sector,1,182
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,Pvt Ltd,1,146
city_65,0.802,Male,No relevent experience,Full time course,Graduate,STEM,4,Not Applicable,Not Applicable,1,40
city_103,0.92,Unknown,No relevent experience,Full time course,High School,,3,Not Applicable,Not Applicable,never,24
city_104,0.924,Male,No relevent experience,Full time course,Masters,STEM,3,Not Applicable,Not Applicable,1,42
city_1,0.847,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Not Applicable,2,18
city_11,0.55,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,8,<10,Public Sector,1,20
city_70,0.698,Male,Has relevent experience,Part time course,Graduate,STEM,4,10000+,Pvt Ltd,1,48
city_16,0.91,Male,Has relevent experience,Part time course,High School,,4,10/49,Pvt Ltd,1,116
city_123,0.738,Female,Has relevent experience,Part time course,Graduate,Other,4,50-99,Pvt Ltd,2,42
