index,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,datetime
14460,31,blue-collar,married,secondary,no,652,no,yes,unknown,1,jul,281,3,-1,0,unknown,no,7
14462,35,technician,married,secondary,no,251,yes,yes,unknown,1,jul,128,3,-1,0,unknown,no,7
14464,51,admin.,divorced,secondary,no,-20,no,no,unknown,1,jul,58,1,-1,0,unknown,no,7
14465,39,services,single,secondary,no,-106,no,no,unknown,1,jul,60,4,-1,0,unknown,no,7
14466,35,services,married,secondary,no,871,yes,no,unknown,1,jul,108,1,-1,0,unknown,no,7
14468,59,technician,married,secondary,no,0,no,no,unknown,1,jul,249,1,-1,0,unknown,no,7
14471,39,blue-collar,divorced,primary,no,3,no,yes,unknown,1,jul,625,1,-1,0,unknown,no,7
14473,40,housemaid,married,primary,no,84,no,yes,unknown,1,jul,428,2,-1,0,unknown,no,7
14474,43,admin.,single,secondary,no,13,no,yes,unknown,1,jul,119,1,-1,0,unknown,no,7
14481,31,services,married,tertiary,yes,-90,no,yes,unknown,1,jul,173,1,-1,0,unknown,no,7
14482,59,technician,married,secondary,no,6,no,yes,unknown,1,jul,292,1,-1,0,unknown,no,7
14483,59,technician,married,secondary,no,358,no,no,unknown,1,jul,183,2,-1,0,unknown,no,7
14493,43,admin.,single,secondary,no,91,no,yes,unknown,1,jul,110,2,-1,0,unknown,no,7
14497,38,management,married,tertiary,no,-585,yes,no,unknown,1,jul,196,4,-1,0,unknown,no,7
14503,26,technician,divorced,tertiary,no,-70,no,yes,unknown,1,jul,1992,2,-1,0,unknown,no,7
14505,31,management,married,tertiary,no,84,no,yes,unknown,1,jul,143,1,-1,0,unknown,no,7
14506,53,technician,divorced,secondary,no,173,no,yes,unknown,1,jul,157,1,-1,0,unknown,no,7
14510,37,technician,single,tertiary,no,0,no,no,unknown,1,jul,1135,2,-1,0,unknown,yes,7
14512,55,retired,married,secondary,no,-180,no,yes,unknown,1,jul,307,2,-1,0,unknown,no,7
14519,35,admin.,married,secondary,no,907,no,yes,unknown,2,jul,97,4,-1,0,unknown,no,7
14522,35,self-employed,married,secondary,no,28,no,yes,unknown,2,jul,159,3,-1,0,unknown,no,7
14525,30,services,single,secondary,yes,0,no,yes,unknown,2,jul,95,3,-1,0,unknown,no,7
14528,50,services,married,primary,no,-15,no,yes,unknown,2,jul,71,1,-1,0,unknown,no,7
14529,35,retired,single,secondary,no,527,no,yes,unknown,2,jul,348,3,-1,0,unknown,no,7
14543,41,entrepreneur,married,tertiary,no,-81,no,yes,unknown,2,jul,83,3,-1,0,unknown,no,7
14547,37,technician,single,secondary,no,29,no,no,unknown,3,jul,269,2,-1,0,unknown,no,7
14552,54,unemployed,married,tertiary,no,0,no,yes,unknown,3,jul,188,1,-1,0,unknown,no,7
14554,50,management,married,secondary,no,5,no,no,unknown,3,jul,24,1,-1,0,unknown,no,7
14555,51,blue-collar,married,secondary,no,0,no,yes,unknown,3,jul,109,1,-1,0,unknown,no,7
14558,29,blue-collar,single,primary,no,145,no,no,unknown,3,jul,452,1,-1,0,unknown,no,7
14562,39,services,single,secondary,no,3,no,yes,unknown,3,jul,206,1,-1,0,unknown,no,7
14580,44,technician,divorced,secondary,no,303,yes,yes,unknown,3,jul,51,1,-1,0,unknown,no,7
14581,38,services,married,secondary,no,304,no,yes,unknown,3,jul,131,1,-1,0,unknown,no,7
14583,40,services,divorced,secondary,no,1155,no,yes,unknown,3,jul,251,1,-1,0,unknown,no,7
14584,40,services,divorced,secondary,no,1155,no,yes,cellular,18,nov,175,1,138,1,failure,no,11
14587,29,services,single,secondary,no,695,no,no,unknown,3,jul,97,1,-1,0,unknown,no,7
14595,47,blue-collar,married,primary,no,-187,no,no,unknown,3,jul,652,1,-1,0,unknown,no,7
14606,47,admin.,married,secondary,no,1156,no,yes,unknown,3,jul,74,5,-1,0,unknown,no,7
14609,56,entrepreneur,married,secondary,no,938,no,yes,unknown,3,jul,202,2,-1,0,unknown,no,7
14620,36,technician,married,unknown,no,88,yes,yes,unknown,4,jul,124,2,-1,0,unknown,no,7
14621,56,management,divorced,tertiary,no,94,no,no,unknown,4,jul,121,1,-1,0,unknown,no,7
14623,31,technician,single,unknown,no,365,no,no,unknown,4,jul,257,1,-1,0,unknown,no,7
14627,31,admin.,single,secondary,no,144,yes,no,cellular,21,nov,51,2,140,11,failure,no,11
14633,26,blue-collar,married,secondary,no,128,no,no,unknown,4,jul,355,1,-1,0,unknown,no,7
14641,36,technician,married,secondary,no,644,no,no,unknown,4,jul,133,1,-1,0,unknown,no,7
14642,46,management,single,tertiary,no,655,no,yes,unknown,4,jul,68,1,-1,0,unknown,no,7
14646,36,management,married,secondary,no,2637,no,no,unknown,4,jul,219,1,-1,0,unknown,no,7
14648,35,admin.,married,secondary,yes,0,no,yes,unknown,4,jul,105,3,-1,0,unknown,no,7
14656,36,technician,married,primary,no,0,no,no,unknown,4,jul,584,1,-1,0,unknown,yes,7
14667,34,admin.,divorced,secondary,no,183,no,yes,unknown,4,jul,88,1,-1,0,unknown,no,7
14672,29,admin.,single,secondary,no,2802,no,yes,unknown,4,jul,840,2,-1,0,unknown,no,7
14680,50,management,married,tertiary,no,453,no,yes,unknown,4,jul,608,1,-1,0,unknown,no,7
14685,44,blue-collar,married,secondary,no,1697,yes,no,unknown,4,jul,150,2,-1,0,unknown,yes,7
14686,48,blue-collar,divorced,primary,no,19,no,yes,unknown,4,jul,327,1,-1,0,unknown,no,7
14687,53,blue-collar,married,primary,no,207,no,yes,unknown,4,jul,212,1,-1,0,unknown,no,7
14692,43,blue-collar,married,secondary,no,105,no,yes,cellular,4,jul,668,2,-1,0,unknown,no,7
14693,31,technician,single,secondary,no,19,no,no,telephone,4,jul,65,2,-1,0,unknown,no,7
14695,27,technician,single,secondary,no,126,yes,yes,cellular,5,feb,147,2,216,4,failure,no,2
14698,29,blue-collar,single,primary,no,343,no,no,cellular,4,jul,39,2,-1,0,unknown,no,7
14700,38,blue-collar,married,secondary,no,43,no,yes,cellular,4,jul,135,3,-1,0,unknown,no,7
14705,48,services,married,secondary,no,1355,no,no,cellular,4,jul,134,2,-1,0,unknown,no,7
14710,33,technician,single,secondary,no,555,no,yes,cellular,4,jul,425,2,-1,0,unknown,no,7
14716,34,admin.,single,secondary,no,296,no,no,cellular,20,nov,68,1,136,4,failure,no,11
14722,55,blue-collar,married,secondary,no,49,yes,no,cellular,7,jul,494,4,-1,0,unknown,yes,7
14723,51,technician,married,secondary,no,216,no,no,cellular,7,jul,615,2,-1,0,unknown,yes,7
14732,31,admin.,single,secondary,no,-182,yes,no,cellular,7,jul,181,2,-1,0,unknown,no,7
14739,41,services,married,secondary,no,650,yes,no,cellular,7,jul,149,5,-1,0,unknown,no,7
14746,46,management,married,primary,no,312,yes,no,cellular,7,jul,113,2,-1,0,unknown,no,7
14750,59,blue-collar,married,secondary,no,-1336,no,yes,cellular,7,jul,450,2,-1,0,unknown,no,7
14751,35,unknown,married,primary,no,634,no,no,cellular,7,jul,185,2,-1,0,unknown,no,7
14755,51,self-employed,married,secondary,yes,34,no,yes,cellular,7,jul,200,1,-1,0,unknown,no,7
14760,41,technician,married,secondary,no,923,yes,no,cellular,7,jul,141,3,-1,0,unknown,no,7
14763,47,admin.,single,secondary,no,3531,yes,no,cellular,7,jul,49,6,-1,0,unknown,no,7
14766,42,blue-collar,divorced,primary,no,213,yes,no,cellular,7,jul,434,3,-1,0,unknown,yes,7
14770,37,entrepreneur,married,tertiary,no,555,no,no,cellular,7,jul,104,2,-1,0,unknown,no,7
14773,27,admin.,single,secondary,no,450,yes,no,cellular,7,jul,107,3,-1,0,unknown,no,7
14785,41,admin.,married,secondary,no,125,no,no,cellular,7,jul,244,4,-1,0,unknown,no,7
14786,47,unknown,divorced,primary,no,0,no,no,cellular,7,jul,240,1,-1,0,unknown,no,7
14789,46,unknown,married,unknown,no,2911,no,no,telephone,7,jul,41,9,-1,0,unknown,no,7
14794,25,blue-collar,married,primary,no,0,no,no,cellular,7,jul,116,1,-1,0,unknown,no,7
14796,27,services,single,secondary,no,266,no,yes,cellular,7,jul,232,1,-1,0,unknown,no,7
14798,37,self-employed,married,secondary,no,1633,no,no,cellular,7,jul,629,2,-1,0,unknown,yes,7
14800,48,management,married,tertiary,no,666,yes,no,cellular,7,jul,317,6,-1,0,unknown,no,7
14804,59,unknown,married,primary,no,1247,no,no,telephone,7,jul,66,8,-1,0,unknown,no,7
14806,43,technician,married,secondary,no,-796,no,no,cellular,7,jul,190,4,-1,0,unknown,no,7
14808,37,services,married,secondary,no,343,yes,yes,cellular,7,jul,74,7,-1,0,unknown,no,7
14809,37,services,married,secondary,no,343,yes,yes,cellular,7,may,104,1,304,7,failure,no,5
14812,28,management,single,tertiary,no,0,no,no,cellular,7,jul,94,1,-1,0,unknown,no,7
14814,42,management,married,unknown,no,6573,yes,no,cellular,7,jul,56,4,-1,0,unknown,no,7
14820,29,admin.,married,secondary,no,488,no,yes,cellular,7,jul,223,1,-1,0,unknown,no,7
14827,57,retired,married,primary,no,808,no,no,telephone,7,jul,274,1,-1,0,unknown,no,7
14833,45,services,divorced,secondary,no,88,no,yes,cellular,7,jul,332,1,-1,0,unknown,no,7
14845,34,blue-collar,single,primary,yes,-2,no,yes,cellular,7,jul,199,1,-1,0,unknown,no,7
14848,30,management,single,tertiary,no,0,no,no,cellular,18,aug,124,3,-1,0,unknown,no,8
14851,30,management,single,tertiary,no,0,no,no,cellular,28,aug,62,7,-1,0,unknown,no,8
14852,30,management,single,tertiary,no,0,no,no,cellular,29,aug,135,2,-1,0,unknown,no,8
14856,29,services,married,tertiary,no,0,no,yes,cellular,7,jul,158,1,-1,0,unknown,no,7
14866,40,technician,married,secondary,no,351,no,yes,cellular,7,jul,139,1,-1,0,unknown,no,7
14871,45,management,single,secondary,no,-57,no,yes,cellular,7,jul,262,1,-1,0,unknown,no,7
14873,39,admin.,married,secondary,no,2319,no,no,cellular,7,jul,84,1,-1,0,unknown,no,7
14882,28,technician,single,secondary,no,909,no,yes,cellular,7,jul,532,1,-1,0,unknown,yes,7
14888,35,services,divorced,secondary,no,35,yes,no,cellular,7,jul,129,4,-1,0,unknown,no,7
14891,31,technician,single,secondary,no,475,no,no,cellular,7,jul,226,1,-1,0,unknown,no,7
14903,26,blue-collar,single,secondary,no,123,no,yes,cellular,7,jul,209,1,-1,0,unknown,no,7
14908,27,technician,married,secondary,no,-428,no,no,cellular,7,jul,451,1,-1,0,unknown,no,7
14910,40,management,married,tertiary,no,0,no,no,cellular,14,jul,109,8,-1,0,unknown,no,7
14911,40,management,married,tertiary,no,0,no,no,cellular,18,aug,261,7,-1,0,unknown,no,8
14915,40,management,married,tertiary,no,0,no,no,cellular,10,nov,147,1,96,8,success,yes,11
14919,30,blue-collar,single,secondary,no,-42,no,no,cellular,7,jul,86,2,-1,0,unknown,no,7
14923,48,blue-collar,married,primary,no,14,no,yes,cellular,7,jul,120,1,-1,0,unknown,no,7
14926,31,housemaid,married,unknown,yes,-6,no,yes,telephone,7,jul,94,2,-1,0,unknown,no,7
14928,29,technician,married,secondary,no,-28,no,no,cellular,7,jul,531,1,-1,0,unknown,no,7
14929,40,blue-collar,married,secondary,no,326,yes,yes,cellular,7,jul,112,1,-1,0,unknown,no,7
14931,34,blue-collar,married,primary,no,69,no,no,telephone,7,jul,41,1,-1,0,unknown,no,7
14945,33,blue-collar,married,secondary,no,1834,yes,no,cellular,7,jul,117,3,-1,0,unknown,no,7
14946,32,technician,single,secondary,no,-398,no,yes,cellular,7,jul,387,2,-1,0,unknown,no,7
14947,41,technician,divorced,secondary,no,0,no,no,cellular,7,jul,353,4,-1,0,unknown,no,7
14948,29,services,married,secondary,no,-597,no,no,cellular,7,jul,500,2,-1,0,unknown,no,7
14949,31,blue-collar,single,secondary,no,16,no,no,cellular,7,jul,387,1,-1,0,unknown,no,7
14950,37,admin.,married,secondary,no,10,no,yes,cellular,7,jul,162,2,-1,0,unknown,no,7
14953,47,management,married,tertiary,no,-50,no,yes,cellular,7,jul,175,1,-1,0,unknown,no,7
14955,47,housemaid,married,tertiary,no,333,no,no,telephone,7,jul,141,1,-1,0,unknown,no,7
14965,30,management,single,secondary,no,269,no,yes,cellular,7,jul,1165,2,-1,0,unknown,no,7
14966,25,blue-collar,single,secondary,no,913,yes,no,cellular,7,jul,113,4,-1,0,unknown,no,7
14967,32,admin.,single,secondary,no,-267,no,yes,cellular,7,jul,98,1,-1,0,unknown,no,7
14968,40,services,married,secondary,no,193,yes,yes,cellular,7,jul,190,1,-1,0,unknown,no,7
14969,31,services,single,secondary,no,78,yes,yes,cellular,7,jul,104,1,-1,0,unknown,no,7
14973,45,blue-collar,married,secondary,no,226,no,no,telephone,4,feb,170,2,212,2,failure,no,2
14978,60,retired,divorced,tertiary,no,468,no,no,cellular,7,jul,108,2,-1,0,unknown,no,7
14980,43,management,married,tertiary,no,1530,no,no,cellular,7,jul,91,3,-1,0,unknown,no,7
14981,42,admin.,married,secondary,no,1133,yes,no,cellular,7,jul,375,3,-1,0,unknown,no,7
14982,42,admin.,married,secondary,no,1133,yes,no,cellular,4,feb,161,4,212,3,failure,no,2
15002,50,technician,married,secondary,no,0,no,no,cellular,7,jul,152,2,-1,0,unknown,no,7
15005,56,blue-collar,married,secondary,no,58932,no,no,telephone,7,jul,339,2,-1,0,unknown,no,7
15008,58,blue-collar,divorced,secondary,no,916,no,no,cellular,7,jul,244,4,-1,0,unknown,no,7
15011,38,blue-collar,married,primary,no,433,no,no,cellular,7,jul,116,3,-1,0,unknown,no,7
15027,33,technician,married,secondary,no,2284,yes,yes,cellular,7,jul,210,2,-1,0,unknown,no,7
15031,39,blue-collar,married,unknown,no,18,no,no,cellular,7,jul,75,3,-1,0,unknown,no,7
15048,31,technician,single,secondary,no,9,no,no,cellular,7,jul,167,2,-1,0,unknown,no,7
15051,58,blue-collar,married,primary,no,853,no,no,cellular,7,jul,317,3,-1,0,unknown,no,7
15052,36,blue-collar,single,tertiary,no,1346,no,no,cellular,7,jul,74,7,-1,0,unknown,no,7
15060,27,blue-collar,married,secondary,no,102,no,yes,cellular,7,jul,159,2,-1,0,unknown,no,7
15064,26,blue-collar,single,secondary,no,6,no,yes,telephone,7,jul,360,3,-1,0,unknown,no,7
15066,38,technician,married,secondary,no,0,yes,yes,cellular,15,jul,146,4,-1,0,unknown,no,7
15069,46,blue-collar,married,primary,no,14,no,no,cellular,7,jul,407,1,-1,0,unknown,no,7
15070,27,management,single,tertiary,no,1117,yes,no,cellular,7,jul,416,4,-1,0,unknown,no,7
15076,31,housemaid,married,primary,no,-367,yes,yes,telephone,7,jul,352,2,-1,0,unknown,no,7
15077,28,self-employed,married,secondary,no,-228,yes,yes,cellular,7,jul,164,3,-1,0,unknown,no,7
15083,58,retired,single,secondary,no,282,no,yes,cellular,7,jul,78,1,-1,0,unknown,no,7
15084,25,blue-collar,married,secondary,no,267,no,no,cellular,7,jul,422,2,-1,0,unknown,no,7
15090,31,management,married,tertiary,no,256,yes,no,cellular,7,jul,28,24,-1,0,unknown,no,7
15091,33,technician,married,secondary,no,-805,no,no,cellular,7,jul,208,2,-1,0,unknown,no,7
15094,41,housemaid,married,primary,no,175,no,no,cellular,7,jul,252,1,-1,0,unknown,no,7
15097,44,blue-collar,single,primary,no,-24,no,no,telephone,7,jul,564,1,-1,0,unknown,no,7
15102,25,technician,single,secondary,no,-55,yes,yes,cellular,7,jul,242,1,-1,0,unknown,no,7
15103,27,blue-collar,married,primary,no,52,no,yes,cellular,7,jul,185,1,-1,0,unknown,no,7
15109,50,technician,married,tertiary,no,92,no,yes,cellular,7,jul,192,1,-1,0,unknown,no,7
15124,59,retired,married,secondary,no,184,no,no,cellular,8,jul,163,1,-1,0,unknown,no,7
15132,56,blue-collar,divorced,primary,no,12,no,no,cellular,8,jul,226,1,-1,0,unknown,no,7
15138,55,management,married,tertiary,no,979,no,yes,cellular,8,jul,123,1,-1,0,unknown,no,7
15139,27,management,single,tertiary,no,136,no,yes,cellular,8,jul,146,1,-1,0,unknown,no,7
15140,33,technician,married,tertiary,no,-258,no,no,cellular,8,jul,362,1,-1,0,unknown,no,7
15144,28,self-employed,single,tertiary,no,226,no,yes,cellular,8,jul,191,1,-1,0,unknown,no,7
15147,39,admin.,single,secondary,no,1661,no,yes,cellular,8,jul,431,1,-1,0,unknown,no,7
15148,26,management,single,tertiary,no,122,no,yes,cellular,8,jul,160,1,-1,0,unknown,no,7
15151,42,management,divorced,secondary,no,-272,no,no,cellular,8,jul,186,1,-1,0,unknown,no,7
15153,32,technician,married,secondary,no,2,yes,yes,cellular,8,jul,143,1,-1,0,unknown,no,7
15174,36,management,married,tertiary,no,128,no,no,cellular,8,jul,733,1,-1,0,unknown,no,7
15177,55,blue-collar,married,primary,no,137,no,no,telephone,8,jul,377,1,-1,0,unknown,no,7
15182,33,entrepreneur,married,secondary,yes,-54,no,yes,cellular,8,jul,42,1,-1,0,unknown,no,7
15188,25,admin.,single,secondary,no,0,no,yes,cellular,8,jul,238,3,-1,0,unknown,no,7
15192,26,management,single,tertiary,no,350,no,no,cellular,8,jul,367,1,-1,0,unknown,no,7
15206,58,technician,married,unknown,no,-509,no,yes,cellular,8,jul,239,1,-1,0,unknown,no,7
15208,48,management,single,secondary,no,1106,no,yes,cellular,8,jul,265,1,-1,0,unknown,no,7
15212,42,unemployed,married,secondary,no,-283,no,yes,cellular,8,jul,96,2,-1,0,unknown,no,7
15215,28,admin.,single,unknown,no,2736,no,no,cellular,8,jul,705,1,-1,0,unknown,yes,7
15218,29,blue-collar,married,primary,no,50,no,no,cellular,8,jul,185,2,-1,0,unknown,no,7
15220,51,technician,married,secondary,no,564,no,yes,cellular,8,jul,187,2,-1,0,unknown,no,7
15226,29,management,married,tertiary,no,0,no,yes,cellular,8,jul,574,2,-1,0,unknown,no,7
15229,28,housemaid,married,secondary,no,1294,yes,no,cellular,8,jul,401,2,-1,0,unknown,no,7
15230,38,admin.,married,secondary,no,338,no,yes,cellular,8,jul,191,1,-1,0,unknown,no,7
15233,42,unemployed,divorced,secondary,no,2699,no,no,cellular,8,jul,92,2,-1,0,unknown,no,7
15236,25,technician,single,secondary,no,102,no,yes,cellular,8,jul,574,2,-1,0,unknown,yes,7
15237,42,admin.,married,secondary,no,-150,no,yes,cellular,8,jul,249,3,-1,0,unknown,no,7
15238,28,blue-collar,married,secondary,no,2322,no,no,cellular,8,jul,82,4,-1,0,unknown,no,7
15239,33,admin.,single,secondary,no,1248,no,no,cellular,8,jul,359,1,-1,0,unknown,no,7
15248,31,self-employed,married,secondary,no,731,no,yes,cellular,8,jul,188,1,-1,0,unknown,no,7
15251,40,blue-collar,married,primary,no,143,no,yes,cellular,8,jul,167,2,-1,0,unknown,no,7
15255,28,blue-collar,single,secondary,no,517,no,yes,cellular,6,feb,91,3,213,1,success,no,2
15257,37,blue-collar,married,primary,no,33,no,yes,cellular,8,jul,483,2,-1,0,unknown,no,7
15262,50,technician,married,primary,no,-315,no,yes,cellular,8,jul,173,1,-1,0,unknown,no,7
15263,50,technician,married,primary,no,-315,no,yes,cellular,21,nov,61,7,136,1,failure,no,11
15266,33,entrepreneur,divorced,tertiary,no,37,no,yes,cellular,8,jul,1082,1,-1,0,unknown,yes,7
15272,41,blue-collar,married,primary,no,-692,yes,no,cellular,16,apr,370,3,282,2,failure,no,4
15286,49,admin.,married,secondary,no,13229,no,yes,telephone,8,jul,77,2,-1,0,unknown,no,7
15291,36,unemployed,married,secondary,no,356,no,no,cellular,8,jul,361,1,-1,0,unknown,no,7
15307,33,management,single,tertiary,no,0,yes,no,cellular,8,jul,454,1,-1,0,unknown,no,7
15312,28,blue-collar,married,secondary,no,1296,yes,yes,cellular,8,jul,764,5,-1,0,unknown,no,7
15324,25,services,single,secondary,no,628,no,no,cellular,8,jul,266,1,-1,0,unknown,no,7
15327,25,blue-collar,single,secondary,no,0,no,no,telephone,8,jul,112,1,-1,0,unknown,no,7
15334,29,services,single,secondary,no,-32,no,yes,cellular,8,jul,510,1,-1,0,unknown,no,7
15339,55,technician,married,secondary,no,477,no,no,cellular,8,jul,138,1,-1,0,unknown,no,7
15346,58,blue-collar,married,secondary,no,279,no,no,cellular,8,jul,327,5,-1,0,unknown,no,7
15356,52,technician,married,secondary,no,3554,no,yes,cellular,8,jul,89,1,-1,0,unknown,no,7
15357,59,retired,divorced,tertiary,no,439,no,yes,cellular,8,jul,136,1,-1,0,unknown,no,7
15367,28,management,single,unknown,no,81,no,yes,cellular,8,jul,158,1,-1,0,unknown,no,7
15371,28,management,single,tertiary,no,1252,yes,yes,cellular,8,jul,319,4,-1,0,unknown,no,7
15384,32,blue-collar,divorced,secondary,no,-299,yes,no,cellular,8,jul,192,2,-1,0,unknown,no,7
15386,45,technician,married,secondary,no,1477,yes,no,cellular,8,jul,355,1,-1,0,unknown,no,7
15390,56,blue-collar,single,secondary,no,663,no,yes,cellular,8,jul,819,3,-1,0,unknown,yes,7
15396,45,blue-collar,single,tertiary,no,-243,no,yes,cellular,8,jul,171,2,-1,0,unknown,no,7
15397,58,management,married,tertiary,no,913,no,yes,cellular,8,jul,326,6,-1,0,unknown,no,7
15403,41,blue-collar,single,secondary,no,-329,no,yes,cellular,8,jul,426,3,-1,0,unknown,no,7
15423,36,management,married,tertiary,no,2309,yes,no,cellular,8,jul,268,2,-1,0,unknown,no,7
15427,51,technician,married,secondary,no,313,no,yes,cellular,8,jul,378,1,-1,0,unknown,no,7
15436,59,management,married,tertiary,no,1726,no,yes,cellular,8,jul,137,3,-1,0,unknown,no,7
15439,47,blue-collar,married,primary,no,-406,no,yes,telephone,8,jul,243,5,-1,0,unknown,no,7
15445,36,management,single,tertiary,no,-74,yes,yes,cellular,8,jul,476,2,-1,0,unknown,no,7
15447,32,management,single,tertiary,no,191,no,no,cellular,8,jul,141,4,-1,0,unknown,no,7
15456,28,entrepreneur,single,tertiary,no,283,yes,no,cellular,8,jul,22,3,-1,0,unknown,no,7
15457,42,services,married,secondary,no,-1,yes,no,cellular,8,jul,38,2,-1,0,unknown,no,7
15464,49,technician,married,secondary,no,0,no,yes,cellular,8,jul,120,3,-1,0,unknown,no,7
15468,60,housemaid,married,secondary,no,874,no,no,cellular,8,jul,861,3,-1,0,unknown,no,7
15472,28,blue-collar,married,primary,no,-469,yes,no,cellular,8,jul,244,3,-1,0,unknown,no,7
15475,49,technician,married,secondary,no,177,yes,yes,cellular,8,jul,191,1,-1,0,unknown,no,7
15481,33,management,married,tertiary,no,6,yes,no,cellular,8,jul,1111,1,-1,0,unknown,no,7
15484,34,admin.,divorced,secondary,no,145,no,no,cellular,8,jul,183,5,-1,0,unknown,no,7
15485,32,blue-collar,married,secondary,no,4,yes,yes,cellular,8,jul,173,1,-1,0,unknown,no,7
15487,30,blue-collar,married,primary,no,374,yes,no,cellular,8,jul,225,2,-1,0,unknown,no,7
15493,52,retired,married,secondary,no,49,no,yes,telephone,8,jul,280,5,-1,0,unknown,no,7
15507,34,services,married,primary,no,31,no,yes,cellular,9,jul,53,3,-1,0,unknown,no,7
15509,44,management,married,tertiary,no,773,no,yes,cellular,9,jul,618,1,-1,0,unknown,no,7
15511,47,services,married,secondary,no,0,yes,no,cellular,9,jul,289,1,-1,0,unknown,no,7
15515,41,technician,married,secondary,no,112,yes,no,cellular,17,nov,1081,1,131,1,failure,no,11
15520,50,technician,married,secondary,no,20,yes,no,cellular,8,may,57,1,303,1,failure,no,5
15529,43,unknown,married,primary,no,0,yes,no,cellular,9,jul,132,1,-1,0,unknown,no,7
15541,35,admin.,married,secondary,no,332,no,no,cellular,9,jul,199,2,-1,0,unknown,no,7
15542,53,management,married,tertiary,no,0,yes,no,cellular,9,jul,296,1,-1,0,unknown,no,7
15546,35,blue-collar,married,secondary,no,616,no,no,cellular,9,jul,317,1,-1,0,unknown,no,7
15548,53,retired,single,tertiary,no,888,yes,no,cellular,9,jul,128,1,-1,0,unknown,no,7
15552,46,management,married,tertiary,no,-591,no,no,cellular,9,jul,126,1,-1,0,unknown,no,7
15559,46,blue-collar,married,unknown,no,990,yes,no,cellular,9,jul,420,1,-1,0,unknown,no,7
15585,44,management,married,secondary,no,438,yes,no,telephone,8,may,37,3,303,1,failure,no,5
15587,45,technician,married,secondary,no,2020,yes,no,cellular,17,nov,62,1,131,1,failure,no,11
15589,40,blue-collar,married,primary,no,665,yes,no,cellular,9,jul,781,1,-1,0,unknown,yes,7
15597,45,services,divorced,secondary,no,5758,yes,no,telephone,9,jul,16,1,-1,0,unknown,no,7
15601,33,services,married,secondary,no,0,no,no,cellular,4,feb,264,1,-1,0,unknown,no,2
15604,27,services,single,secondary,no,387,no,yes,cellular,9,jul,194,1,-1,0,unknown,no,7
15608,33,management,single,tertiary,no,191,no,yes,cellular,3,feb,678,4,209,1,failure,no,2
15610,42,self-employed,married,secondary,no,634,yes,no,cellular,9,jul,61,1,-1,0,unknown,no,7
15614,34,blue-collar,single,secondary,no,0,yes,no,cellular,9,jul,130,1,-1,0,unknown,no,7
15632,53,housemaid,married,primary,no,-286,yes,no,cellular,9,jul,126,1,-1,0,unknown,no,7
15666,41,management,single,tertiary,no,-426,yes,no,cellular,9,jul,294,1,-1,0,unknown,no,7
15669,29,technician,married,secondary,no,492,yes,no,cellular,9,jul,259,1,-1,0,unknown,no,7
15671,40,admin.,married,secondary,no,-253,yes,no,cellular,9,jul,177,1,-1,0,unknown,no,7
15674,39,management,single,tertiary,no,416,no,no,cellular,9,jul,427,1,-1,0,unknown,no,7
15683,42,housemaid,married,secondary,no,808,yes,no,cellular,9,jul,121,1,-1,0,unknown,no,7
15684,60,housemaid,married,secondary,no,681,no,yes,cellular,9,jul,337,1,-1,0,unknown,no,7
15686,43,retired,single,primary,no,140,no,yes,telephone,9,jul,52,1,-1,0,unknown,no,7
15691,54,management,married,primary,no,621,no,yes,cellular,9,jul,180,1,-1,0,unknown,no,7
15693,55,retired,married,tertiary,no,101,yes,no,cellular,9,jul,111,1,-1,0,unknown,no,7
15700,42,entrepreneur,married,tertiary,no,0,no,no,cellular,9,jul,236,1,-1,0,unknown,no,7
15722,46,technician,married,secondary,yes,4,no,yes,cellular,9,jul,78,1,-1,0,unknown,no,7
15728,52,management,married,tertiary,no,0,yes,no,cellular,3,feb,790,1,249,1,failure,no,2
15738,39,services,divorced,secondary,no,-388,yes,no,cellular,9,jul,205,2,-1,0,unknown,no,7
15752,40,services,married,secondary,no,22,yes,yes,telephone,9,jul,145,2,-1,0,unknown,no,7
15758,35,blue-collar,single,secondary,no,113,no,no,cellular,9,jul,143,1,-1,0,unknown,no,7
15760,39,blue-collar,married,secondary,no,1751,no,no,cellular,9,jul,178,2,-1,0,unknown,no,7
15761,52,admin.,married,secondary,no,32,no,yes,cellular,9,jul,103,1,-1,0,unknown,no,7
15762,25,technician,single,secondary,no,959,no,no,cellular,9,jul,144,5,-1,0,unknown,no,7
15788,30,blue-collar,single,secondary,no,214,yes,no,cellular,9,jul,364,1,-1,0,unknown,no,7
15793,56,retired,married,secondary,no,343,no,yes,cellular,9,jul,77,1,-1,0,unknown,no,7
15794,40,blue-collar,married,secondary,no,252,yes,yes,cellular,9,jul,140,3,-1,0,unknown,no,7
15797,49,management,married,tertiary,no,0,no,no,cellular,19,aug,78,6,-1,0,unknown,no,8
15801,49,management,married,tertiary,no,0,no,no,telephone,17,oct,223,1,-1,0,unknown,yes,10
15803,39,blue-collar,married,primary,no,-176,no,no,cellular,9,jul,176,1,-1,0,unknown,no,7
15807,45,blue-collar,married,primary,no,942,no,yes,cellular,9,jul,295,1,-1,0,unknown,no,7
15854,39,technician,married,secondary,no,1385,yes,yes,telephone,9,jul,446,1,-1,0,unknown,no,7
