index,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,datetime
13013,38,student,single,unknown,no,722,no,no,unknown,18,jun,65,1,-1,0,unknown,no,6
13014,47,management,married,tertiary,no,414,no,no,unknown,18,jun,387,1,-1,0,unknown,no,6
13015,56,retired,divorced,secondary,no,389,yes,no,unknown,18,jun,379,5,-1,0,unknown,no,6
13016,51,unknown,married,unknown,no,167,no,no,unknown,18,jun,205,4,-1,0,unknown,no,6
13017,37,services,married,unknown,no,-224,no,no,unknown,18,jun,332,2,-1,0,unknown,no,6
13018,48,blue-collar,single,primary,no,0,no,no,unknown,18,jun,71,1,-1,0,unknown,no,6
13019,39,services,married,tertiary,no,6497,no,no,unknown,18,jun,567,1,-1,0,unknown,no,6
13020,44,blue-collar,married,secondary,no,1025,yes,no,unknown,18,jun,200,1,-1,0,unknown,no,6
13021,44,blue-collar,married,secondary,no,1025,yes,no,cellular,21,dec,116,2,202,1,failure,no,12
13022,35,blue-collar,married,unknown,no,1201,no,no,unknown,18,jun,537,1,-1,0,unknown,yes,6
13023,44,management,married,tertiary,no,17361,no,no,unknown,18,jun,476,1,-1,0,unknown,no,6
13024,58,housemaid,divorced,primary,no,0,no,no,unknown,18,jun,290,2,-1,0,unknown,no,6
13025,58,housemaid,divorced,primary,no,0,no,no,cellular,11,jul,965,2,-1,0,unknown,no,7
13026,56,services,married,unknown,no,616,no,no,unknown,18,jun,1812,1,-1,0,unknown,no,6
13027,45,management,divorced,tertiary,no,959,no,no,unknown,18,jun,74,1,-1,0,unknown,no,6
13028,50,admin.,married,secondary,no,1019,yes,no,unknown,18,jun,76,1,-1,0,unknown,no,6
13029,57,management,married,tertiary,no,1172,no,no,unknown,18,jun,26,1,-1,0,unknown,no,6
13030,57,management,married,tertiary,no,1172,no,no,cellular,19,nov,164,3,-1,0,unknown,no,11
13031,59,retired,married,secondary,no,5744,no,no,unknown,18,jun,632,1,-1,0,unknown,no,6
13032,58,management,married,tertiary,no,3768,yes,no,unknown,18,jun,316,1,-1,0,unknown,no,6
13033,58,housemaid,married,primary,no,1274,no,no,unknown,18,jun,35,7,-1,0,unknown,no,6
13034,46,blue-collar,divorced,primary,no,2870,no,no,unknown,18,jun,52,6,-1,0,unknown,no,6
13035,50,services,married,secondary,no,753,no,no,unknown,18,jun,59,2,-1,0,unknown,no,6
13036,52,retired,married,primary,no,9,no,no,unknown,18,jun,243,1,-1,0,unknown,no,6
13037,44,management,married,tertiary,no,2283,yes,yes,unknown,18,jun,81,2,-1,0,unknown,no,6
13038,59,retired,married,primary,no,1245,no,no,unknown,18,jun,205,2,-1,0,unknown,no,6
13039,54,housemaid,divorced,primary,no,1194,no,no,unknown,18,jun,58,3,-1,0,unknown,no,6
13040,39,blue-collar,married,primary,no,-186,no,yes,unknown,18,jun,320,3,-1,0,unknown,no,6
13041,48,admin.,married,secondary,no,17957,no,no,unknown,18,jun,700,7,-1,0,unknown,no,6
13042,48,self-employed,single,unknown,no,0,no,no,unknown,18,jun,453,1,-1,0,unknown,no,6
13043,44,services,married,secondary,no,1872,yes,no,unknown,18,jun,146,3,-1,0,unknown,no,6
13044,44,services,married,secondary,no,1872,yes,no,cellular,6,may,175,1,322,3,failure,no,5
13045,56,entrepreneur,married,tertiary,no,773,no,no,unknown,18,jun,345,1,-1,0,unknown,no,6
13046,32,management,single,tertiary,no,7419,yes,no,unknown,18,jun,248,29,-1,0,unknown,no,6
13047,53,blue-collar,divorced,secondary,no,517,yes,no,unknown,18,jun,188,2,-1,0,unknown,no,6
13048,36,admin.,married,secondary,no,90,no,no,unknown,18,jun,166,3,-1,0,unknown,no,6
13049,55,management,married,secondary,no,0,no,no,unknown,18,jun,324,2,-1,0,unknown,no,6
13050,44,blue-collar,single,unknown,no,4330,no,no,unknown,18,jun,16,9,-1,0,unknown,no,6
13051,51,entrepreneur,single,secondary,no,440,no,no,unknown,18,jun,392,1,-1,0,unknown,no,6
13052,48,admin.,married,secondary,no,1800,yes,no,unknown,18,jun,103,1,-1,0,unknown,no,6
13053,56,blue-collar,divorced,secondary,no,486,yes,no,unknown,18,jun,577,4,-1,0,unknown,no,6
13054,47,blue-collar,single,unknown,no,2443,no,no,unknown,18,jun,422,1,-1,0,unknown,no,6
13055,53,self-employed,married,tertiary,no,235,no,no,unknown,18,jun,112,3,-1,0,unknown,no,6
13056,47,unemployed,married,primary,no,0,no,no,unknown,18,jun,308,1,-1,0,unknown,no,6
13057,52,management,married,tertiary,no,1147,no,no,unknown,18,jun,43,1,-1,0,unknown,no,6
13058,44,blue-collar,married,secondary,no,-448,yes,no,unknown,18,jun,149,2,-1,0,unknown,no,6
13059,60,retired,married,tertiary,no,1336,no,no,unknown,18,jun,324,1,-1,0,unknown,no,6
13060,59,blue-collar,married,unknown,no,337,no,no,unknown,18,jun,100,4,-1,0,unknown,no,6
13061,35,admin.,married,secondary,no,1476,no,no,unknown,18,jun,209,12,-1,0,unknown,no,6
13062,37,services,married,secondary,no,2128,no,no,unknown,18,jun,105,1,-1,0,unknown,no,6
13063,41,entrepreneur,married,secondary,no,707,no,no,unknown,18,jun,707,1,-1,0,unknown,yes,6
13064,33,technician,married,secondary,no,4,yes,yes,unknown,18,jun,625,2,-1,0,unknown,yes,6
13065,47,technician,married,secondary,no,3478,no,no,unknown,18,jun,13,11,-1,0,unknown,no,6
13066,46,admin.,married,secondary,no,126,no,no,unknown,18,jun,1255,1,-1,0,unknown,yes,6
13067,50,management,married,tertiary,no,3296,no,no,unknown,18,jun,255,2,-1,0,unknown,no,6
13068,45,services,single,secondary,no,1771,no,no,unknown,18,jun,50,2,-1,0,unknown,no,6
13069,38,services,divorced,secondary,no,446,yes,no,unknown,18,jun,373,4,-1,0,unknown,no,6
13070,50,unknown,married,unknown,no,200,no,no,unknown,18,jun,18,6,-1,0,unknown,no,6
13071,43,housemaid,married,secondary,no,5233,no,no,unknown,18,jun,108,2,-1,0,unknown,no,6
13072,54,blue-collar,married,primary,no,45,yes,no,unknown,18,jun,142,20,-1,0,unknown,no,6
13073,38,technician,single,tertiary,no,11,no,no,unknown,18,jun,78,3,-1,0,unknown,no,6
13074,59,retired,divorced,primary,no,681,no,yes,unknown,18,jun,376,7,-1,0,unknown,no,6
13075,37,housemaid,divorced,secondary,no,37,no,no,unknown,18,jun,155,2,-1,0,unknown,no,6
13076,51,technician,married,secondary,no,2682,no,no,unknown,18,jun,56,1,-1,0,unknown,no,6
13077,58,management,married,tertiary,no,2729,no,no,unknown,18,jun,188,1,-1,0,unknown,no,6
13078,53,technician,married,secondary,no,1776,no,no,unknown,18,jun,443,7,-1,0,unknown,no,6
13079,59,admin.,married,secondary,no,479,no,no,unknown,18,jun,326,1,-1,0,unknown,no,6
13080,60,management,married,tertiary,no,11,no,no,unknown,18,jun,802,3,-1,0,unknown,no,6
13081,47,unknown,married,unknown,no,1880,no,no,unknown,18,jun,64,2,-1,0,unknown,no,6
13082,60,admin.,single,secondary,no,3916,no,no,unknown,18,jun,18,5,-1,0,unknown,no,6
13083,45,management,divorced,tertiary,no,220,yes,no,unknown,18,jun,89,4,-1,0,unknown,no,6
13084,36,student,single,unknown,no,386,no,no,unknown,18,jun,359,2,-1,0,unknown,no,6
13085,37,blue-collar,married,secondary,no,523,no,no,unknown,18,jun,257,2,-1,0,unknown,no,6
13086,44,services,divorced,secondary,no,608,yes,yes,unknown,18,jun,19,30,-1,0,unknown,no,6
13087,45,technician,married,secondary,no,2571,no,no,unknown,18,jun,146,2,-1,0,unknown,no,6
13088,57,retired,divorced,primary,no,914,no,no,unknown,18,jun,404,2,-1,0,unknown,no,6
13089,45,retired,married,primary,no,1152,no,no,unknown,18,jun,234,2,-1,0,unknown,no,6
13090,38,blue-collar,single,secondary,no,519,yes,yes,unknown,18,jun,13,14,-1,0,unknown,no,6
13091,36,entrepreneur,married,tertiary,no,9405,no,no,unknown,18,jun,297,3,-1,0,unknown,no,6
13092,39,blue-collar,single,secondary,no,1967,no,no,unknown,18,jun,156,9,-1,0,unknown,no,6
13093,52,technician,married,secondary,no,0,yes,no,unknown,18,jun,636,12,-1,0,unknown,no,6
13094,52,technician,married,secondary,no,0,yes,no,cellular,10,mar,164,1,-1,0,unknown,no,3
13095,52,technician,married,secondary,no,0,yes,no,cellular,1,jun,144,1,83,1,failure,no,6
13096,52,technician,married,secondary,no,0,yes,no,cellular,7,sep,211,1,294,1,failure,yes,9
13097,49,technician,married,unknown,no,1355,yes,no,unknown,18,jun,300,3,-1,0,unknown,no,6
13098,40,technician,married,tertiary,no,-1779,yes,yes,unknown,18,jun,37,2,-1,0,unknown,no,6
13099,44,housemaid,single,primary,no,1059,no,no,unknown,18,jun,2093,1,-1,0,unknown,yes,6
13100,38,services,married,secondary,no,611,yes,yes,unknown,18,jun,61,3,-1,0,unknown,no,6
13101,36,services,married,secondary,no,1024,yes,no,unknown,18,jun,111,2,-1,0,unknown,no,6
13102,31,blue-collar,married,secondary,no,671,yes,no,unknown,18,jun,704,4,-1,0,unknown,yes,6
13103,42,blue-collar,married,primary,no,3,no,no,unknown,18,jun,45,3,-1,0,unknown,no,6
13104,44,entrepreneur,married,secondary,no,692,no,no,unknown,18,jun,73,4,-1,0,unknown,no,6
13105,40,technician,married,tertiary,no,4396,no,no,unknown,18,jun,1195,2,-1,0,unknown,no,6
13106,50,blue-collar,married,primary,no,280,yes,no,unknown,18,jun,61,23,-1,0,unknown,no,6
13107,41,services,divorced,secondary,no,2769,yes,no,unknown,18,jun,96,3,-1,0,unknown,no,6
13108,41,admin.,married,secondary,no,1245,no,no,unknown,18,jun,140,3,-1,0,unknown,no,6
13109,57,blue-collar,married,unknown,no,4722,yes,no,unknown,18,jun,121,2,-1,0,unknown,no,6
13110,49,blue-collar,married,primary,no,1050,yes,no,unknown,18,jun,84,5,-1,0,unknown,no,6
13111,33,admin.,single,secondary,no,3160,no,no,unknown,18,jun,719,13,-1,0,unknown,no,6
13112,51,blue-collar,married,primary,no,1238,no,no,unknown,18,jun,48,10,-1,0,unknown,no,6
13113,51,technician,married,tertiary,no,1533,no,no,unknown,18,jun,242,2,-1,0,unknown,no,6
13114,31,blue-collar,single,secondary,no,54,no,no,unknown,18,jun,230,3,-1,0,unknown,no,6
13115,53,management,married,tertiary,no,694,no,no,unknown,18,jun,130,6,-1,0,unknown,no,6
13116,28,blue-collar,single,secondary,no,623,no,no,unknown,18,jun,25,41,-1,0,unknown,no,6
13117,47,retired,married,primary,no,197,no,no,unknown,18,jun,57,2,-1,0,unknown,no,6
13118,53,retired,married,secondary,no,357,no,no,unknown,18,jun,154,2,-1,0,unknown,no,6
13119,60,management,married,secondary,no,358,no,no,unknown,18,jun,74,2,-1,0,unknown,no,6
13120,37,services,divorced,primary,no,0,yes,no,unknown,18,jun,77,2,-1,0,unknown,no,6
13121,60,entrepreneur,married,primary,no,0,no,no,unknown,18,jun,201,1,-1,0,unknown,no,6
13122,60,entrepreneur,married,primary,no,0,no,no,telephone,23,jul,40,1,-1,0,unknown,no,7
13123,38,self-employed,married,secondary,no,29125,no,no,unknown,18,jun,313,2,-1,0,unknown,no,6
13124,58,management,married,tertiary,no,5680,no,no,unknown,18,jun,114,1,-1,0,unknown,no,6
13125,40,blue-collar,divorced,unknown,no,2357,no,no,unknown,18,jun,66,3,-1,0,unknown,no,6
13126,50,unemployed,married,secondary,no,193,yes,no,unknown,18,jun,305,6,-1,0,unknown,no,6
13127,60,retired,married,primary,no,415,no,no,unknown,18,jun,49,2,-1,0,unknown,no,6
13128,37,blue-collar,single,primary,no,12130,yes,no,unknown,18,jun,429,13,-1,0,unknown,no,6
13129,48,housemaid,divorced,primary,no,2582,no,no,unknown,18,jun,51,4,-1,0,unknown,no,6
13130,45,services,single,secondary,no,359,yes,no,unknown,18,jun,41,8,-1,0,unknown,no,6
13131,47,technician,divorced,secondary,no,165,no,no,unknown,18,jun,99,3,-1,0,unknown,no,6
13132,51,admin.,single,secondary,no,1994,no,no,unknown,18,jun,771,2,-1,0,unknown,yes,6
13133,57,housemaid,divorced,primary,no,113,no,no,unknown,18,jun,378,2,-1,0,unknown,no,6
13134,57,blue-collar,married,primary,no,1236,no,no,unknown,18,jun,152,9,-1,0,unknown,no,6
13141,38,blue-collar,single,secondary,no,1121,no,no,unknown,18,jun,203,1,-1,0,unknown,no,6
13142,38,services,married,secondary,no,393,no,no,unknown,18,jun,90,3,-1,0,unknown,no,6
13143,57,unknown,divorced,unknown,no,4244,no,no,unknown,18,jun,626,5,-1,0,unknown,no,6
13144,46,blue-collar,married,primary,no,1823,no,no,unknown,18,jun,135,3,-1,0,unknown,no,6
13145,44,blue-collar,single,tertiary,no,827,yes,no,unknown,18,jun,65,4,-1,0,unknown,no,6
13146,42,housemaid,married,primary,no,1371,no,no,unknown,18,jun,125,8,-1,0,unknown,no,6
13147,49,blue-collar,married,unknown,no,507,no,yes,unknown,18,jun,16,14,-1,0,unknown,no,6
13148,54,technician,single,tertiary,no,1433,yes,yes,unknown,18,jun,18,20,-1,0,unknown,no,6
13149,54,technician,married,secondary,no,1455,yes,no,unknown,18,jun,90,4,-1,0,unknown,no,6
13150,59,retired,married,primary,no,1427,no,no,unknown,18,jun,140,2,-1,0,unknown,no,6
13151,37,blue-collar,married,primary,no,1104,no,no,unknown,18,jun,15,8,-1,0,unknown,no,6
13152,39,housemaid,single,primary,no,1340,no,no,unknown,18,jun,113,2,-1,0,unknown,no,6
13153,53,entrepreneur,married,primary,no,-257,yes,yes,unknown,18,jun,249,5,-1,0,unknown,no,6
13154,49,services,married,secondary,no,2058,no,no,unknown,18,jun,82,3,-1,0,unknown,no,6
13155,48,unknown,married,unknown,no,2261,no,no,unknown,18,jun,445,3,-1,0,unknown,no,6
13156,32,management,married,tertiary,no,607,yes,no,unknown,18,jun,1060,5,-1,0,unknown,yes,6
13157,45,management,married,tertiary,no,-687,yes,yes,unknown,18,jun,92,2,-1,0,unknown,no,6
13158,36,blue-collar,married,primary,no,946,yes,no,unknown,18,jun,255,3,-1,0,unknown,no,6
13159,58,housemaid,married,primary,no,2387,no,no,unknown,18,jun,55,2,-1,0,unknown,no,6
13160,42,services,married,secondary,no,3236,no,no,unknown,18,jun,521,11,-1,0,unknown,no,6
13161,44,services,divorced,secondary,no,20541,no,yes,unknown,18,jun,501,2,-1,0,unknown,no,6
13162,40,admin.,single,secondary,no,1670,yes,no,unknown,18,jun,161,2,-1,0,unknown,no,6
13163,57,blue-collar,married,unknown,no,4148,no,no,unknown,18,jun,340,3,-1,0,unknown,no,6
13164,42,blue-collar,married,primary,no,-303,yes,no,unknown,18,jun,40,3,-1,0,unknown,no,6
13165,47,services,married,primary,no,504,no,yes,unknown,18,jun,156,3,-1,0,unknown,no,6
13166,39,blue-collar,single,primary,no,0,no,no,unknown,18,jun,375,2,-1,0,unknown,no,6
13167,52,admin.,married,secondary,no,0,no,no,unknown,18,jun,161,1,-1,0,unknown,no,6
13168,52,admin.,married,secondary,no,0,no,no,cellular,22,apr,91,2,275,1,failure,no,4
13169,57,housemaid,divorced,primary,no,7451,no,no,unknown,18,jun,43,4,-1,0,unknown,no,6
13170,36,admin.,married,secondary,no,542,yes,no,unknown,18,jun,604,6,-1,0,unknown,no,6
13174,44,blue-collar,married,secondary,no,2092,no,yes,unknown,18,jun,452,1,-1,0,unknown,no,6
13175,41,blue-collar,married,primary,no,219,no,yes,unknown,18,jun,1574,3,-1,0,unknown,yes,6
13176,39,admin.,married,secondary,no,0,no,no,unknown,19,jun,29,11,-1,0,unknown,no,6
13177,39,admin.,married,secondary,no,0,no,no,cellular,9,apr,106,2,-1,0,unknown,no,4
13178,39,admin.,married,secondary,no,0,no,no,telephone,12,may,256,4,-1,0,unknown,no,5
13179,39,admin.,married,secondary,no,0,no,no,cellular,27,jan,366,1,436,10,failure,yes,1
13180,58,blue-collar,married,secondary,no,1826,yes,no,unknown,19,jun,47,3,-1,0,unknown,no,6
13181,60,entrepreneur,married,primary,no,987,no,no,unknown,19,jun,102,13,-1,0,unknown,no,6
13182,46,unknown,married,primary,no,110,no,no,unknown,19,jun,113,14,-1,0,unknown,no,6
13183,36,blue-collar,married,secondary,no,537,no,no,unknown,19,jun,160,6,-1,0,unknown,no,6
13184,48,blue-collar,married,primary,no,649,no,no,unknown,19,jun,136,2,-1,0,unknown,no,6
13185,50,blue-collar,married,secondary,no,5,no,no,unknown,19,jun,170,7,-1,0,unknown,no,6
13186,44,admin.,single,secondary,no,2524,no,no,unknown,19,jun,82,1,-1,0,unknown,no,6
13187,42,technician,married,secondary,no,370,no,no,unknown,19,jun,302,5,-1,0,unknown,no,6
13188,54,blue-collar,married,primary,no,10662,no,no,unknown,19,jun,256,1,-1,0,unknown,no,6
13189,50,services,married,secondary,no,748,no,yes,unknown,19,jun,147,1,-1,0,unknown,no,6
13190,47,admin.,married,secondary,no,1195,no,no,unknown,19,jun,451,1,-1,0,unknown,no,6
13191,41,services,married,secondary,no,7509,no,no,unknown,19,jun,575,1,-1,0,unknown,no,6
13192,41,technician,married,secondary,no,1278,no,no,unknown,19,jun,532,1,-1,0,unknown,no,6
13193,60,management,married,unknown,no,6313,no,no,unknown,19,jun,39,2,-1,0,unknown,no,6
13194,54,management,married,tertiary,no,4112,no,no,unknown,19,jun,86,1,-1,0,unknown,no,6
13195,46,housemaid,married,primary,no,1188,no,no,unknown,19,jun,675,5,-1,0,unknown,no,6
13196,59,blue-collar,married,primary,no,4143,no,no,unknown,19,jun,122,1,-1,0,unknown,no,6
13199,57,unemployed,married,secondary,no,0,no,no,unknown,19,jun,97,1,-1,0,unknown,no,6
13200,53,admin.,divorced,secondary,no,-112,no,no,unknown,19,jun,394,1,-1,0,unknown,no,6
13201,50,self-employed,married,secondary,no,306,no,no,unknown,19,jun,37,1,-1,0,unknown,no,6
13202,39,services,single,tertiary,no,410,no,no,unknown,19,jun,266,4,-1,0,unknown,no,6
13203,52,unemployed,divorced,tertiary,no,0,no,no,unknown,19,jun,297,1,-1,0,unknown,no,6
13204,51,technician,divorced,secondary,no,107,no,no,unknown,19,jun,593,1,-1,0,unknown,no,6
13205,55,blue-collar,married,secondary,no,2010,no,no,unknown,19,jun,446,1,-1,0,unknown,no,6
13206,57,retired,single,secondary,no,630,no,no,unknown,19,jun,276,1,-1,0,unknown,no,6
13207,46,management,single,unknown,no,312,yes,no,unknown,19,jun,108,4,-1,0,unknown,no,6
13208,50,entrepreneur,single,tertiary,no,0,yes,no,unknown,19,jun,638,1,-1,0,unknown,no,6
13209,56,retired,married,primary,no,1906,no,yes,unknown,19,jun,45,9,-1,0,unknown,no,6
13210,38,technician,married,unknown,no,499,no,no,unknown,19,jun,240,6,-1,0,unknown,no,6
13211,59,retired,married,secondary,no,1723,no,no,unknown,19,jun,70,1,-1,0,unknown,no,6
13212,42,entrepreneur,single,unknown,no,33,no,no,unknown,19,jun,25,1,-1,0,unknown,no,6
13213,41,admin.,married,secondary,no,2,yes,no,unknown,19,jun,64,1,-1,0,unknown,no,6
13214,45,technician,married,tertiary,no,3626,no,no,unknown,19,jun,2485,2,-1,0,unknown,no,6
13215,48,entrepreneur,married,tertiary,no,269,yes,no,unknown,19,jun,149,1,-1,0,unknown,no,6
13216,54,retired,married,primary,no,1925,no,no,unknown,19,jun,348,3,-1,0,unknown,no,6
13217,38,management,married,tertiary,yes,-1007,yes,yes,unknown,19,jun,71,1,-1,0,unknown,no,6
13218,50,blue-collar,divorced,primary,no,-232,yes,no,unknown,19,jun,168,1,-1,0,unknown,no,6
13222,55,blue-collar,married,secondary,no,5874,no,no,unknown,19,jun,229,1,-1,0,unknown,no,6
13223,58,retired,married,secondary,no,1463,yes,no,unknown,19,jun,446,1,-1,0,unknown,no,6
13224,54,technician,married,secondary,no,415,yes,no,unknown,19,jun,34,31,-1,0,unknown,no,6
13225,41,self-employed,single,unknown,no,426,yes,no,unknown,19,jun,75,1,-1,0,unknown,no,6
13226,39,services,married,tertiary,no,16,no,no,unknown,19,jun,32,1,-1,0,unknown,no,6
13227,55,technician,married,secondary,no,891,no,no,unknown,19,jun,268,1,-1,0,unknown,no,6
13228,41,management,divorced,tertiary,no,1,yes,no,unknown,19,jun,244,1,-1,0,unknown,no,6
13229,40,blue-collar,married,secondary,no,3316,no,no,unknown,19,jun,102,3,-1,0,unknown,no,6
13230,53,unemployed,divorced,secondary,no,4512,no,no,unknown,19,jun,203,2,-1,0,unknown,no,6
13231,58,retired,married,tertiary,no,5087,no,no,unknown,19,jun,252,1,-1,0,unknown,no,6
13232,58,retired,married,tertiary,no,5087,no,no,cellular,20,nov,63,2,154,1,failure,no,11
13233,51,admin.,married,secondary,no,884,no,no,unknown,19,jun,50,1,-1,0,unknown,no,6
13234,49,technician,married,secondary,no,148,no,no,unknown,19,jun,13,1,-1,0,unknown,no,6
13235,58,entrepreneur,married,secondary,no,3,no,no,unknown,19,jun,188,5,-1,0,unknown,no,6
13236,37,entrepreneur,married,tertiary,no,678,no,yes,unknown,19,jun,395,1,-1,0,unknown,no,6
13237,40,self-employed,married,secondary,no,0,no,no,unknown,19,jun,61,1,-1,0,unknown,no,6
13238,40,self-employed,married,secondary,no,0,no,no,cellular,22,aug,55,6,-1,0,unknown,no,8
13239,55,entrepreneur,married,primary,no,38,no,yes,unknown,19,jun,63,1,-1,0,unknown,no,6
13240,55,services,married,secondary,no,477,no,no,unknown,19,jun,170,1,-1,0,unknown,no,6
13241,42,blue-collar,married,primary,no,692,no,yes,unknown,19,jun,207,1,-1,0,unknown,no,6
13242,43,self-employed,single,tertiary,no,0,no,no,unknown,19,jun,147,1,-1,0,unknown,no,6
13243,44,management,married,secondary,no,11972,no,no,unknown,19,jun,127,1,-1,0,unknown,no,6
13244,56,technician,married,tertiary,no,1663,no,no,unknown,19,jun,22,1,-1,0,unknown,no,6
13245,49,blue-collar,divorced,secondary,no,848,yes,no,unknown,19,jun,109,1,-1,0,unknown,no,6
13246,51,management,divorced,tertiary,no,3415,yes,no,unknown,19,jun,677,1,-1,0,unknown,no,6
13247,50,management,married,tertiary,no,4045,no,no,unknown,19,jun,167,1,-1,0,unknown,no,6
13248,43,self-employed,married,tertiary,no,4324,yes,no,unknown,19,jun,105,1,-1,0,unknown,no,6
13249,41,unemployed,married,primary,no,2636,no,no,unknown,19,jun,318,1,-1,0,unknown,no,6
13250,54,services,married,secondary,no,0,no,no,unknown,19,jun,220,1,-1,0,unknown,no,6
13251,45,admin.,married,secondary,no,825,no,no,unknown,19,jun,140,1,-1,0,unknown,no,6
13252,40,blue-collar,married,secondary,no,273,yes,no,unknown,19,jun,1082,1,-1,0,unknown,no,6
13253,57,retired,married,secondary,no,712,yes,yes,unknown,19,jun,824,1,-1,0,unknown,no,6
13254,39,blue-collar,divorced,secondary,no,37,no,yes,unknown,19,jun,248,1,-1,0,unknown,no,6
13255,59,retired,married,primary,no,143,yes,no,unknown,19,jun,11,1,-1,0,unknown,no,6
13256,44,management,married,tertiary,no,7177,no,no,unknown,19,jun,89,2,-1,0,unknown,no,6
13257,44,blue-collar,single,primary,no,1308,no,yes,unknown,19,jun,161,1,-1,0,unknown,no,6
13258,55,services,married,secondary,no,557,no,no,unknown,19,jun,58,1,-1,0,unknown,no,6
13259,45,services,divorced,secondary,no,1381,no,no,unknown,19,jun,653,2,-1,0,unknown,no,6
13260,59,technician,married,secondary,no,2528,no,yes,unknown,19,jun,216,1,-1,0,unknown,no,6
13261,41,technician,divorced,secondary,no,586,yes,no,unknown,19,jun,223,1,-1,0,unknown,no,6
13262,40,services,married,secondary,no,1358,no,no,unknown,19,jun,96,1,-1,0,unknown,no,6
13263,43,admin.,married,secondary,no,1113,no,no,unknown,19,jun,477,7,-1,0,unknown,no,6
13264,50,blue-collar,married,primary,no,1179,no,no,unknown,19,jun,30,1,-1,0,unknown,no,6
13265,36,management,divorced,secondary,no,47,no,no,unknown,19,jun,159,1,-1,0,unknown,no,6
13266,59,admin.,married,secondary,no,1365,no,no,unknown,19,jun,327,1,-1,0,unknown,no,6
13267,40,blue-collar,married,primary,no,607,yes,no,unknown,19,jun,432,1,-1,0,unknown,no,6
13268,42,admin.,single,secondary,no,283,yes,no,unknown,19,jun,446,1,-1,0,unknown,no,6
13269,57,retired,married,unknown,no,1621,yes,no,unknown,19,jun,108,1,-1,0,unknown,no,6
13270,46,blue-collar,married,primary,no,1844,no,no,unknown,19,jun,29,1,-1,0,unknown,no,6
13271,38,management,married,unknown,no,3053,no,no,unknown,19,jun,178,1,-1,0,unknown,no,6
13272,40,unemployed,single,primary,no,5613,yes,no,unknown,19,jun,152,2,-1,0,unknown,no,6
13273,52,entrepreneur,divorced,secondary,no,302,no,no,unknown,19,jun,169,2,-1,0,unknown,no,6
13274,37,admin.,single,secondary,no,124,yes,no,unknown,19,jun,635,3,-1,0,unknown,no,6
13275,52,unemployed,married,primary,no,425,no,no,unknown,19,jun,122,1,-1,0,unknown,no,6
13276,48,blue-collar,married,primary,no,343,no,no,unknown,19,jun,136,1,-1,0,unknown,no,6
13277,42,blue-collar,single,primary,no,1401,yes,no,unknown,19,jun,69,1,-1,0,unknown,no,6
13285,46,unemployed,married,primary,no,641,yes,no,unknown,19,jun,201,1,-1,0,unknown,no,6
13286,41,blue-collar,divorced,secondary,no,3622,no,no,unknown,19,jun,1135,4,-1,0,unknown,yes,6
13287,45,blue-collar,married,primary,no,351,yes,no,unknown,19,jun,66,1,-1,0,unknown,no,6
13288,57,admin.,single,secondary,no,5768,yes,no,unknown,19,jun,512,1,-1,0,unknown,yes,6
13289,57,blue-collar,divorced,secondary,no,1795,yes,no,unknown,19,jun,818,1,-1,0,unknown,no,6
13290,36,unemployed,married,unknown,no,1437,no,no,unknown,19,jun,810,2,-1,0,unknown,no,6
13291,35,self-employed,married,tertiary,no,1833,no,no,unknown,19,jun,138,1,-1,0,unknown,no,6
13292,52,management,married,tertiary,no,3737,yes,no,unknown,19,jun,574,4,-1,0,unknown,no,6
13293,56,admin.,married,secondary,no,6005,yes,no,unknown,19,jun,44,6,-1,0,unknown,no,6
13294,37,blue-collar,married,primary,no,253,yes,no,unknown,19,jun,145,2,-1,0,unknown,no,6
13295,37,blue-collar,married,primary,no,253,yes,no,cellular,19,nov,59,2,153,2,failure,no,11
13296,41,unemployed,divorced,secondary,no,271,yes,no,unknown,19,jun,196,2,-1,0,unknown,no,6
13297,48,services,married,secondary,no,334,no,yes,unknown,19,jun,270,2,-1,0,unknown,no,6
13298,54,blue-collar,married,primary,no,211,no,no,unknown,19,jun,200,2,-1,0,unknown,no,6
13299,54,blue-collar,married,primary,no,211,no,no,cellular,25,aug,160,6,-1,0,unknown,no,8
13300,50,admin.,divorced,unknown,no,4204,no,no,unknown,19,jun,335,2,-1,0,unknown,no,6
13301,56,retired,married,secondary,yes,101,no,yes,unknown,19,jun,330,1,-1,0,unknown,no,6
13302,41,admin.,divorced,secondary,no,256,no,no,unknown,19,jun,91,1,-1,0,unknown,no,6
13303,48,blue-collar,single,unknown,no,2961,no,no,unknown,19,jun,361,1,-1,0,unknown,no,6
13304,51,management,married,secondary,no,2604,no,no,unknown,19,jun,64,1,-1,0,unknown,no,6
13305,35,management,single,tertiary,no,2808,yes,no,unknown,19,jun,221,12,-1,0,unknown,no,6
13306,40,admin.,married,secondary,no,1,no,no,unknown,19,jun,84,3,-1,0,unknown,no,6
13307,48,self-employed,married,primary,no,1204,yes,no,unknown,19,jun,53,1,-1,0,unknown,no,6
13308,47,retired,divorced,secondary,no,0,no,no,unknown,19,jun,141,1,-1,0,unknown,no,6
13309,56,blue-collar,married,secondary,no,771,yes,yes,unknown,19,jun,254,1,-1,0,unknown,no,6
13310,55,retired,divorced,secondary,no,1580,no,yes,unknown,19,jun,1007,1,-1,0,unknown,yes,6
